행정구역,2021년01월_계_총인구수,2021년01월_계_연령구간인구수,2021년01월_계_0~9세,2021년01월_계_10~19세,2021년01월_계_20~29세,2021년01월_계_30~39세,2021년01월_계_40~49세,2021년01월_계_50~59세,2021년01월_계_60~69세,2021년01월_계_70~79세,2021년01월_계_80~89세,2021년01월_계_90~99세,2021년01월_계_100세 이상
강원도 영월군 한반도면쌍용출장소(4275035900),"1,758","1,758",53,66,106,121,178,323,432,282,168,28,1
강원도 영월군 주천면(4275036000),"3,782","3,782",93,194,219,188,336,737,"1,035",539,385,46,10
강원도 영월군 무릉도원면(4275038000),"2,033","2,033",42,84,78,100,184,392,631,348,147,25,2
강원도 평창군 (4276000000),"41,587","41,587","1,852","2,879","3,390","3,076","5,312","8,019","8,929","5,013","2,706",370,41
강원도 평창군 평창읍(4276025000),"8,540","8,540",414,724,767,672,"1,086","1,597","1,706",926,553,88,7
강원도 평창군 미탄면(4276031000),"1,660","1,660",35,78,108,64,190,350,428,254,126,27,0
강원도 평창군 방림면(4276032000),867,867,22,39,51,43,72,178,239,139,73,10,1
강원도 평창군 방림면계촌출장소(4276032500),"1,669","1,669",52,68,95,89,146,357,477,249,113,22,1
강원도 평창군 대화면(4276033000),"5,299","5,299",220,318,405,319,639,987,"1,226",689,433,57,6
강원도 평창군 봉평면(4276034000),"5,733","5,733",285,429,415,466,776,"1,142","1,254",624,312,28,2
강원도 평창군 용평면(4276035000),"3,095","3,095",116,205,215,157,385,672,701,363,249,31,1
강원도 평창군 진부면(4276036000),"8,735","8,735",414,654,746,634,"1,120","1,623","1,799","1,117",536,76,16
강원도 평창군 대관령면(4276038000),"5,989","5,989",294,364,588,632,898,"1,113","1,099",652,311,31,7
강원도 정선군 (4277000000),"36,783","36,783","1,712","2,541","2,792","3,059","4,933","6,975","7,596","4,527","2,244",355,49
강원도 정선군 정선읍(4277025000),"10,726","10,726",634,"1,018","1,015",928,"1,673","1,908","1,799","1,097",535,104,15
강원도 정선군 고한읍(4277025300),"4,725","4,725",264,229,333,707,728,781,871,555,217,31,9
강원도 정선군 사북읍(4277025600),"4,791","4,791",289,376,404,464,737,922,927,477,173,16,6
강원도 정선군 신동읍(4277025900),"1,859","1,859",68,123,120,96,213,372,424,279,148,16,0
강원도 정선군 신동읍함백출장소(4277026000),"1,672","1,672",36,106,119,98,167,337,373,271,130,24,11
강원도 정선군 남면(4277032000),"3,263","3,263",146,180,211,292,440,638,789,370,173,22,2
강원도 정선군 북평면(4277034000),"2,535","2,535",96,164,177,138,286,501,556,350,222,43,2
강원도 정선군 임계면(4277035000),"3,519","3,519",98,152,189,176,315,744,884,554,353,52,2
강원도 정선군 화암면(4277036000),"1,674","1,674",35,94,108,65,177,383,429,244,116,22,1
강원도 정선군 여량면(4277037000),"2,019","2,019",46,99,116,95,197,389,544,330,177,25,1
강원도 철원군 (4278000000),"44,563","44,563","3,352","3,759","5,809","4,668","5,661","7,176","6,761","4,705","2,263",365,44
강원도 철원군 철원읍(4278025000),"5,394","5,394",418,493,674,558,668,892,775,595,278,41,2
강원도 철원군 김화읍(4278025300),"3,555","3,555",360,246,540,449,381,477,499,360,207,34,2
강원도 철원군 갈말읍(4278025600),"12,032","12,032",828,990,"1,618","1,244","1,608","2,030","1,849","1,209",554,91,11
강원도 철원군 동송읍(4278025900),"15,447","15,447","1,169","1,456","1,824","1,564","2,072","2,542","2,337","1,590",747,127,19
강원도 철원군 서면(4278031000),"1,983","1,983",166,94,415,238,190,239,275,227,114,20,5
강원도 철원군 서면와수출장소(4278031500),"3,779","3,779",228,341,446,348,533,645,593,388,218,35,4
강원도 철원군 근남면(4278032000),"2,264","2,264",183,136,289,264,200,336,411,296,131,17,1
강원도 철원군 근북면(4278033000),109,109,0,3,3,3,9,15,22,40,14,0,0
강원도 화천군 (4279000000),"24,732","24,732","1,784","1,769","3,858","2,844","2,714","3,885","3,862","2,390","1,382",228,16
강원도 화천군 화천읍(4279025000),"8,401","8,401",706,763,"1,197","1,002","1,154","1,315","1,080",732,398,50,4
강원도 화천군 간동면(4279031000),"2,707","2,707",56,141,270,138,217,574,629,406,225,50,1
강원도 화천군 하남면(4279032000),"2,907","2,907",135,276,267,249,374,529,517,318,208,29,5
강원도 화천군 상서면(4279033000),"4,285","4,285",300,150,"1,134",541,329,515,635,381,252,46,2
강원도 화천군 사내면(4279034000),"6,432","6,432",587,439,990,914,640,952,"1,001",553,299,53,4
강원도 양구군 (4280000000),"22,161","22,161","1,685","1,988","3,142","2,524","2,544","3,536","3,386","2,027","1,161",153,15
강원도 양구군 양구읍(4280025000),"14,113","14,113","1,426","1,573","1,850","1,958","1,869","2,030","1,809",951,569,67,11
강원도 양구군 국토정중앙면(4280031500),"3,369","3,369",111,181,435,244,297,657,690,462,252,36,4
강원도 양구군 동면(4280032000),"2,015","2,015",65,87,436,132,152,356,350,269,144,24,0
강원도 양구군 방산면(4280033000),"1,341","1,341",43,62,305,100,83,209,264,158,104,13,0
강원도 양구군 해안면(4280034000),"1,323","1,323",40,85,116,90,143,284,273,187,92,13,0
강원도 인제군 (4281000000),"31,720","31,720","2,487","2,304","4,121","3,870","3,999","5,237","5,240","2,671","1,517",259,15
강원도 인제군 인제읍(4281025000),"9,897","9,897",931,846,"1,268","1,327","1,426","1,521","1,404",715,384,68,7
강원도 인제군 인제읍귀둔출장소(4281025100),518,518,16,32,35,29,60,120,113,77,33,3,0
강원도 인제군 남면(4281031000),"3,943","3,943",323,260,513,535,407,608,711,327,218,40,1
강원도 인제군 북면(4281032000),"8,170","8,170",587,620,"1,017",884,"1,067","1,463","1,372",688,404,64,4
강원도 인제군 기린면(4281033000),"5,045","5,045",392,324,579,643,629,874,876,422,256,48,2
강원도 인제군 서화면(4281034000),"2,616","2,616",196,139,575,372,249,335,382,232,120,16,0
강원도 인제군 상남면(4281035000),"1,531","1,531",42,83,134,80,161,316,382,210,102,20,1
강원도 고성군 (4282000000),"26,687","26,687","1,271","1,601","2,832","2,224","3,043","4,786","5,227","3,483","1,861",342,17
강원도 고성군 간성읍(4282025000),"6,967","6,967",545,579,889,783,903,"1,131","1,030",656,372,74,5
강원도 고성군 거진읍(4282025300),"6,239","6,239",202,338,525,354,616,"1,140","1,385","1,010",547,118,4
강원도 고성군 현내면(4282031000),"2,405","2,405",60,99,157,157,209,444,589,430,222,37,1
강원도 고성군 죽왕면(4282032000),"3,739","3,739",153,184,398,313,381,678,774,516,295,43,4
강원도 고성군 토성면(4282033000),"7,337","7,337",311,401,863,617,934,"1,393","1,449",871,425,70,3
강원도 양양군 (4283000000),"27,946","27,946","1,358","1,818","2,419","2,336","3,522","5,056","5,590","3,638","1,870",323,16
강원도 양양군 양양읍(4283025000),"12,585","12,585",857,"1,134","1,268","1,267","1,934","2,169","2,021","1,221",603,108,3
강원도 양양군 서면(4283031000),"2,873","2,873",74,168,221,161,312,532,658,465,239,43,0
강원도 양양군 손양면(4283032000),"2,320","2,320",72,91,189,147,244,459,487,376,225,26,4
강원도 양양군 현북면(4283033000),"2,568","2,568",80,90,156,196,232,475,644,435,222,35,3
강원도 양양군 현남면(4283034000),"3,017","3,017",91,117,161,216,313,518,724,512,304,57,4
강원도 양양군 강현면(4283035000),"4,583","4,583",184,218,424,349,487,903,"1,056",629,277,54,2
충청북도  (4300000000),"1,599,658","1,599,658","122,503","148,922","198,562","194,224","240,713","273,075","225,183","120,768","65,860","9,278",570
충청북도 청주시 (4311000000),"845,710","845,710","73,844","86,043","120,041","118,352","136,576","137,889","98,153","47,522","23,668","3,432",190
충청북도 청주시 상당구 (4311100000),"191,363","191,363","16,182","19,850","24,686","23,091","30,503","33,109","24,245","12,374","6,266","1,001",56
충청북도 청주시 상당구 낭성면(4311131000),"2,245","2,245",50,62,165,118,175,449,601,338,240,45,2
충청북도 청주시 상당구 미원면(4311132000),"5,019","5,019",111,203,312,287,415,933,"1,283",825,539,102,9
충청북도 청주시 상당구 가덕면(4311133000),"3,931","3,931",105,119,327,232,355,874,940,580,348,50,1
충청북도 청주시 상당구 남일면(4311134000),"6,857","6,857",419,441,730,685,814,"1,338","1,278",628,457,61,6
충청북도 청주시 상당구 문의면(4311135000),"4,009","4,009",97,194,309,229,412,753,861,611,467,74,2
충청북도 청주시 상당구 중앙동(4311152500),"6,281","6,281",284,461,937,675,847,"1,052",984,642,354,41,4
충청북도 청주시 상당구 성안동(4311154500),"6,886","6,886",221,399,962,673,843,"1,177","1,295",812,422,74,8
충청북도 청주시 상당구 탑대성동(4311162000),"8,841","8,841",408,686,"1,056",823,"1,205","1,625","1,523",974,465,73,3
충청북도 청주시 상당구 영운동(4311167000),"10,722","10,722",628,905,"1,333","1,146","1,564","1,892","1,743","1,022",426,62,1
충청북도 청주시 상당구 금천동(4311168000),"30,620","30,620","2,547","3,773","4,053","3,397","5,400","5,160","3,542","1,880",750,113,5
충청북도 청주시 상당구 용담.명암.산성동(4311169000),"13,577","13,577","1,558","1,990","1,518","1,590","2,581","2,132","1,232",648,283,42,3
충청북도 청주시 상당구 용암1동(4311172000),"54,444","54,444","5,515","6,408","7,600","7,623","9,532","9,162","5,422","2,079",939,159,5
충청북도 청주시 상당구 용암2동(4311173000),"37,931","37,931","4,239","4,209","5,384","5,613","6,360","6,562","3,541","1,335",576,105,7
충청북도 청주시 서원구 (4311200000),"194,154","194,154","13,605","20,253","28,230","22,505","30,520","34,120","25,412","12,479","6,116",865,49
충청북도 청주시 서원구 남이면(4311231000),"10,112","10,112",615,668,"1,140","1,052","1,271","2,207","1,764",828,501,65,1
충청북도 청주시 서원구 현도면(4311232000),"3,339","3,339",85,119,201,213,331,611,786,547,385,57,4
충청북도 청주시 서원구 사직1동(4311251000),"7,696","7,696",306,524,930,761,"1,009","1,545","1,387",774,394,58,8
충청북도 청주시 서원구 사직2동(4311252000),"14,290","14,290","1,376","1,427","1,677","1,906","2,086","2,354","2,014",925,449,70,6
충청북도 청주시 서원구 사창동(4311253000),"14,869","14,869",656,979,"3,462","2,004","1,881","2,162","2,013","1,183",476,48,5
충청북도 청주시 서원구 모충동(4311254000),"14,654","14,654",688,"1,005","2,288","1,583","1,879","2,660","2,599","1,281",583,82,6
충청북도 청주시 서원구 산남동(4311255000),"26,782","26,782","2,380","4,056","3,626","3,175","5,190","4,509","2,275",999,499,70,3
충청북도 청주시 서원구 분평동(4311256000),"30,730","30,730","2,531","4,130","4,493","3,411","5,572","5,587","2,796","1,351",752,105,2
충청북도 청주시 서원구 수곡1동(4311257000),"13,618","13,618",558,954,"2,070","1,319","1,767","2,547","2,360","1,356",611,71,5
충청북도 청주시 서원구 수곡2동(4311258000),"13,522","13,522",671,"1,102","1,698","1,271","1,677","2,763","2,423","1,216",598,101,2
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),"44,542","44,542","3,739","5,289","6,645","5,810","7,857","7,175","4,995","2,019",868,138,7
충청북도 청주시 흥덕구 (4311300000),"266,196","266,196","24,141","26,537","41,078","41,270","43,251","43,042","27,941","12,217","5,862",822,35
충청북도 청주시 흥덕구 오송읍(4311325000),"23,724","23,724","2,324","2,315","3,147","3,928","4,130","3,281","2,475","1,340",672,106,6
충청북도 청주시 흥덕구 강내면(4311331000),"10,812","10,812",681,"1,027","1,417","1,128","1,560","2,071","1,556",833,476,59,4
충청북도 청주시 흥덕구 옥산면(4311332000),"18,026","18,026","2,296","1,280","1,973","3,513","2,610","2,710","2,045",967,556,72,4
충청북도 청주시 흥덕구 운천.신봉동(4311370000),"17,132","17,132",905,"1,506","2,523","1,902","2,476","3,478","2,600","1,097",561,81,3
충청북도 청주시 흥덕구 복대1동(4311374100),"51,321","51,321","5,954","6,532","7,362","8,558","10,021","7,271","3,517","1,378",643,82,3
충청북도 청주시 흥덕구 복대2동(4311374200),"16,111","16,111",637,"1,084","3,367","1,886","2,019","2,924","2,454","1,229",456,52,3
충청북도 청주시 흥덕구 가경동(4311374700),"53,115","53,115","4,575","6,633","7,757","6,528","9,004","9,900","5,668","2,036",879,130,5
충청북도 청주시 흥덕구 봉명1동(4311375100),"9,832","9,832",484,587,"2,021","1,657","1,350","1,582","1,271",612,241,27,0
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),"24,279","24,279","1,729","2,337","4,244","3,925","3,900","4,036","2,554","1,034",443,75,2
충청북도 청주시 흥덕구 강서제1동(4311376000),"28,450","28,450","2,033","2,316","5,357","4,692","4,319","4,550","3,038","1,341",686,114,4
충청북도 청주시 흥덕구 강서제2동(4311377000),"13,394","13,394","2,523",920,"1,910","3,553","1,862","1,239",763,350,249,24,1
충청북도 청주시 청원구 (4311400000),"193,997","193,997","19,916","19,403","26,047","31,486","32,302","27,618","20,555","10,452","5,424",744,50
충청북도 청주시 청원구 내수읍(4311425000),"19,485","19,485","1,485","1,881","2,323","2,104","3,091","3,526","2,649","1,464",826,127,9
충청북도 청주시 청원구 오창읍(4311425300),"69,664","69,664","9,952","7,476","8,922","15,437","12,545","7,315","4,639","2,117","1,096",160,5
충청북도 청주시 청원구 북이면(4311431000),"4,645","4,645",100,171,365,287,434,895,"1,123",700,494,66,10
충청북도 청주시 청원구 우암동(4311451000),"12,310","12,310",527,728,"2,092","1,458","1,555","2,045","1,932","1,253",652,61,7
충청북도 청주시 청원구 내덕1동(4311452000),"8,599","8,599",334,557,"1,102",809,"1,152","1,565","1,583",981,454,57,5
충청북도 청주시 청원구 내덕2동(4311453000),"13,297","13,297",852,"1,049","2,026","1,599","2,034","2,241","1,818","1,115",504,56,3
충청북도 청주시 청원구 율량.사천동(4311454000),"47,654","47,654","4,250","5,193","7,313","6,804","7,953","7,751","5,207","2,041",985,149,8
충청북도 청주시 청원구 오근장동(4311455000),"18,343","18,343","2,416","2,348","1,904","2,988","3,538","2,280","1,604",781,413,68,3
충청북도 충주시 (4313000000),"210,139","210,139","14,474","18,846","24,311","23,307","30,880","37,531","32,011","17,454","9,955","1,301",69
충청북도 충주시 주덕읍(4313025000),"4,860","4,860",100,211,367,305,478,"1,029","1,185",671,464,47,3
충청북도 충주시 살미면(4313031000),"2,041","2,041",40,65,122,92,168,430,572,331,184,36,1
충청북도 충주시 수안보면(4313032500),"2,984","2,984",73,112,194,155,250,636,773,488,257,45,1
충청북도 충주시 대소원면(4313033500),"8,784","8,784",573,414,"1,394","1,379","1,188","1,475","1,303",602,396,53,7
충청북도 충주시 신니면(4313035000),"2,997","2,997",33,111,177,171,224,578,789,501,373,37,3
충청북도 충주시 노은면(4313036000),"2,323","2,323",52,98,123,118,177,406,631,406,272,37,3
충청북도 충주시 앙성면(4313037000),"3,930","3,930",73,124,265,175,321,796,"1,060",648,404,60,4
충청북도 충주시 중앙탑면(4313038500),"13,291","13,291","2,017",973,"1,567","3,030","2,070","1,560","1,158",536,327,52,1
충청북도 충주시 금가면(4313039000),"3,788","3,788",341,279,507,461,514,507,568,337,244,27,3
충청북도 충주시 동량면(4313040000),"3,695","3,695",105,176,263,177,325,730,900,563,388,66,2
충청북도 충주시 산척면(4313041000),"2,295","2,295",54,86,136,122,191,435,570,384,282,33,2
충청북도 충주시 엄정면(4313042000),"3,240","3,240",82,167,184,164,258,570,867,519,374,49,6
충청북도 충주시 소태면(4313043000),"1,956","1,956",68,72,98,117,149,335,532,321,240,23,1
충청북도 충주시 성내.충인동(4313051500),"2,681","2,681",92,156,260,220,341,466,545,351,210,37,3
충청북도 충주시 교현.안림동(4313053500),"23,718","23,718","1,615","2,555","2,797","2,457","3,739","4,377","3,392","1,755",921,103,7
충청북도 충주시 교현2동(4313054000),"7,061","7,061",268,538,878,612,950,"1,269","1,265",805,424,49,3
충청북도 충주시 용산동(4313055000),"15,507","15,507","1,247","2,020","1,867","1,676","2,877","2,682","1,727",885,470,52,4
충청북도 충주시 지현동(4313056000),"5,254","5,254",239,490,571,439,729,964,872,593,315,39,3
충청북도 충주시 문화동(4313057100),"9,598","9,598",362,693,"1,051",857,"1,170","1,778","1,938","1,095",568,80,6
충청북도 충주시 호암.직동(4313058000),"18,322","18,322","2,036","2,365","2,189","2,608","3,396","2,856","1,701",747,373,51,0
충청북도 충주시 달천동(4313060500),"3,653","3,653",94,143,487,255,399,720,762,486,273,33,1
충청북도 충주시 봉방동(4313061000),"9,426","9,426",556,769,"1,125","1,015","1,415","1,743","1,528",893,342,39,1
충청북도 충주시 칠금.금릉동(4313062500),"14,532","14,532","1,012","1,700","1,923","1,436","2,491","2,835","1,723",901,452,57,2
충청북도 충주시 연수동(4313063000),"37,536","37,536","2,773","3,840","5,006","4,445","5,930","7,121","4,858","2,229","1,169",164,1
충청북도 충주시 목행.용탄동(4313064000),"6,667","6,667",569,689,760,821,"1,130","1,233",792,407,233,32,1
충청북도 제천시 (4315000000),"132,759","132,759","8,661","11,613","14,649","12,947","18,363","23,933","22,941","12,479","6,264",832,77
충청북도 제천시 봉양읍(4315025000),"6,777","6,777",271,350,474,420,707,"1,288","1,681",947,557,80,2
충청북도 제천시 금성면(4315031000),"1,929","1,929",43,89,118,104,133,382,536,288,200,31,5
충청북도 제천시 청풍면(4315032000),"1,276","1,276",27,48,69,63,85,263,348,221,137,13,2
충청북도 제천시 수산면(4315033000),"2,027","2,027",40,67,88,73,131,393,593,381,235,21,5
충청북도 제천시 덕산면(4315034000),"2,203","2,203",74,190,74,78,185,384,569,395,216,38,0
충청북도 제천시 한수면(4315035000),713,713,21,33,32,38,68,146,190,96,71,16,2
충청북도 제천시 백운면(4315036000),"3,254","3,254",85,131,162,126,243,602,964,547,339,51,4
충청북도 제천시 송학면(4315038000),"4,605","4,605",91,200,358,225,413,890,"1,232",709,419,63,5
충청북도 제천시 교동(4315051000),"18,847","18,847","1,574","2,373","2,287","1,981","3,296","3,428","2,311","1,079",467,46,5
충청북도 제천시 의림지동(4315051800),"9,995","9,995",813,"1,119","1,264","1,043","1,618","1,801","1,353",603,321,58,2
충청북도 제천시 중앙동(4315052800),"5,855","5,855",246,411,644,487,736,"1,012","1,230",741,302,41,5
충청북도 제천시 남현동(4315053700),"4,896","4,896",184,309,557,393,561,892,"1,094",636,245,23,2
충청북도 제천시 영서동(4315054700),"10,318","10,318",780,910,"1,055","1,150","1,463","1,777","1,627","1,016",468,53,19
충청북도 제천시 용두동(4315056000),"17,917","17,917","1,343","1,778","2,594","2,161","2,711","3,151","2,373","1,117",610,78,1
충청북도 제천시 신백동(4315057700),"11,167","11,167",737,"1,173","1,366","1,018","1,733","2,158","1,580",909,429,57,7
충청북도 제천시 청전동(4315059000),"15,630","15,630",688,"1,109","1,905","1,416","1,921","2,925","3,225","1,647",687,101,6
충청북도 제천시 화산동(4315060500),"15,350","15,350","1,644","1,323","1,602","2,171","2,359","2,441","2,035","1,147",561,62,5
충청북도 보은군 (4372000000),"32,364","32,364","1,445","2,098","2,363","2,194","3,304","5,850","6,874","4,582","3,130",497,27
충청북도 보은군 보은읍(4372025000),"14,899","14,899","1,006","1,329","1,399","1,290","1,947","2,682","2,553","1,555",984,143,11
충청북도 보은군 속리산면(4372031500),"1,902","1,902",32,83,115,92,155,401,482,343,159,37,3
충청북도 보은군 장안면(4372032500),"1,462","1,462",76,75,105,139,158,252,270,204,155,26,2
충청북도 보은군 마로면(4372033000),"2,190","2,190",53,89,86,92,152,381,553,435,305,41,3
충청북도 보은군 탄부면(4372034000),"1,661","1,661",24,57,86,67,105,258,426,344,260,32,2
충청북도 보은군 삼승면(4372035000),"2,297","2,297",58,133,149,165,193,380,537,379,279,23,1
충청북도 보은군 수한면(4372036000),"1,934","1,934",46,93,108,102,156,328,518,299,236,47,1
충청북도 보은군 회남면(4372037000),754,754,24,25,26,24,54,138,227,141,82,13,0
충청북도 보은군 회인면(4372038500),"1,765","1,765",55,67,85,58,122,331,449,317,236,44,1
충청북도 보은군 내북면(4372039000),"1,705","1,705",34,69,104,80,111,337,415,289,216,49,1
충청북도 보은군 산외면(4372040000),"1,795","1,795",37,78,100,85,151,362,444,276,218,42,2
충청북도 옥천군 (4373000000),"50,468","50,468","2,564","3,887","4,348","3,866","6,213","8,940","9,933","6,359","3,757",574,27
충청북도 옥천군 옥천읍(4373025000),"28,971","28,971","2,101","3,040","3,112","2,759","4,458","4,987","4,380","2,675","1,267",186,6
충청북도 옥천군 동이면(4373031000),"3,224","3,224",82,130,221,179,287,618,837,479,335,55,1
충청북도 옥천군 안남면(4373032000),"1,418","1,418",37,68,60,76,100,271,352,249,170,35,0
충청북도 옥천군 안내면(4373033000),"1,931","1,931",32,76,95,79,159,319,515,344,264,40,8
충청북도 옥천군 청성면(4373034000),"2,338","2,338",26,57,84,81,126,450,653,430,373,54,4
충청북도 옥천군 청산면(4373035000),"3,031","3,031",52,141,139,122,220,513,820,593,380,48,3
충청북도 옥천군 이원면(4373036000),"4,238","4,238",107,186,271,264,389,770,"1,004",725,443,77,2
충청북도 옥천군 군서면(4373037000),"2,280","2,280",58,76,165,126,174,415,580,395,258,33,0
충청북도 옥천군 군북면(4373038000),"3,037","3,037",69,113,201,180,300,597,792,469,267,46,3
충청북도 영동군 (4374000000),"47,230","47,230","2,305","3,350","4,377","3,234","5,314","8,434","9,232","6,525","3,893",526,40
충청북도 영동군 영동읍(4374025000),"20,833","20,833","1,516","2,050","2,655","1,938","3,031","3,532","3,003","1,985",989,117,17
충청북도 영동군 용산면(4374031000),"3,279","3,279",101,143,234,161,304,643,796,493,350,48,6
충청북도 영동군 황간면(4374032000),"4,363","4,363",170,304,298,264,421,812,979,686,387,37,5
충청북도 영동군 추풍령면(4374033500),"2,302","2,302",49,126,145,94,217,451,532,404,247,35,2
충청북도 영동군 매곡면(4374034000),"1,924","1,924",48,94,109,75,154,365,466,319,262,31,1
충청북도 영동군 상촌면(4374035000),"2,363","2,363",66,101,113,101,184,404,582,478,278,54,2
충청북도 영동군 양강면(4374036000),"3,220","3,220",104,176,314,173,280,618,698,504,317,35,1
충청북도 영동군 용화면(4374037000),"1,008","1,008",30,53,44,39,78,190,245,183,126,19,1
충청북도 영동군 학산면(4374038000),"2,839","2,839",80,107,162,123,206,502,723,525,349,58,4
충청북도 영동군 양산면(4374039000),"1,853","1,853",40,73,109,74,175,339,415,352,229,47,0
충청북도 영동군 심천면(4374040000),"3,246","3,246",101,123,194,192,264,578,793,596,359,45,1
충청북도 증평군 (4374500000),"36,807","36,807","3,199","3,353","4,512","4,725","5,580","6,030","5,025","2,691","1,501",181,10
충청북도 증평군 증평읍(4374525000),"34,921","34,921","3,158","3,275","4,390","4,622","5,386","5,697","4,539","2,406","1,288",151,9
충청북도 증평군 도안면(4374531000),"1,886","1,886",41,78,122,103,194,333,486,285,213,30,1
충청북도 진천군 (4375000000),"83,849","83,849","7,700","8,079","9,267","11,510","13,584","13,741","10,441","5,545","3,490",473,19
충청북도 진천군 진천읍(4375025000),"30,016","30,016","2,217","3,204","3,905","3,208","4,970","5,356","3,742","2,099","1,159",152,4
충청북도 진천군 덕산읍(4375025300),"28,483","28,483","4,279","2,984","3,075","6,038","5,250","3,355","2,039",849,541,69,4
충청북도 진천군 덕산읍혁신도시출장소(4375025400),0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 진천군 초평면(4375032000),"3,224","3,224",87,182,205,176,312,628,734,470,387,42,1
충청북도 진천군 문백면(4375033000),"3,508","3,508",123,142,276,257,354,746,781,459,326,42,2
충청북도 진천군 백곡면(4375034000),"2,076","2,076",52,78,97,118,166,379,561,332,250,40,3
충청북도 진천군 이월면(4375035000),"6,077","6,077",200,393,525,459,710,"1,212","1,298",713,483,79,5
충청북도 진천군 광혜원면(4375037000),"10,465","10,465",742,"1,096","1,184","1,254","1,822","2,065","1,286",623,344,49,0
충청북도 괴산군 (4376000000),"38,338","38,338","1,295","2,068","3,062","2,493","3,930","7,402","8,791","5,462","3,356",449,30
충청북도 괴산군 괴산읍(4376025000),"10,147","10,147",610,932,"1,294","1,001","1,506","1,706","1,556",969,518,51,4
충청북도 괴산군 감물면(4376031000),"2,158","2,158",64,124,137,120,174,431,541,311,222,34,0
충청북도 괴산군 장연면(4376032000),"1,966","1,966",49,58,113,77,164,448,519,297,213,28,0
충청북도 괴산군 연풍면(4376033000),"2,359","2,359",43,91,131,115,199,437,653,392,259,36,3
충청북도 괴산군 칠성면(4376034000),"3,160","3,160",78,141,237,202,312,684,709,478,288,30,1
충청북도 괴산군 문광면(4376035000),"2,201","2,201",51,98,151,130,195,438,535,345,219,37,2
충청북도 괴산군 청천면(4376036000),"5,150","5,150",112,206,273,239,401,"1,077","1,398",878,489,72,5
충청북도 괴산군 청안면(4376037000),"3,471","3,471",89,131,207,187,298,704,911,522,362,56,4
충청북도 괴산군 사리면(4376039000),"2,819","2,819",75,114,224,163,279,539,650,461,281,31,2
충청북도 괴산군 소수면(4376040000),"2,091","2,091",56,67,126,123,168,391,586,339,193,37,5
충청북도 괴산군 불정면(4376041000),"2,816","2,816",68,106,169,136,234,547,733,470,312,37,4
충청북도 음성군 (4377000000),"92,945","92,945","5,832","7,615","9,431","9,587","13,673","17,696","15,382","8,249","4,693",729,58
충청북도 음성군 음성읍(4377025000),"16,916","16,916",895,"1,377","1,731","1,502","2,298","3,211","3,117","1,746",894,138,7
충청북도 음성군 금왕읍(4377025300),"19,831","19,831","1,276","1,978","2,222","1,951","3,284","3,913","2,845","1,439",797,111,15
충청북도 음성군 소이면(4377031000),"2,899","2,899",49,116,158,169,221,530,704,536,362,51,3
충청북도 음성군 원남면(4377032000),"3,052","3,052",66,139,167,177,227,536,796,530,354,56,4
충청북도 음성군 맹동면(4377033000),"13,096","13,096","1,565","1,039","1,404","2,367","2,195","1,829","1,510",719,382,69,17
충청북도 음성군 대소면(4377034000),"15,690","15,690","1,079","1,552","1,794","1,692","2,822","3,250","2,018",898,511,74,0
충청북도 음성군 삼성면(4377035000),"6,920","6,920",236,426,603,560,876,"1,559","1,420",733,438,65,4
충청북도 음성군 생극면(4377036000),"4,538","4,538",176,230,335,315,476,917,"1,047",586,385,66,5
충청북도 음성군 감곡면(4377037000),"10,003","10,003",490,758,"1,017",854,"1,274","1,951","1,925","1,062",570,99,3
충청북도 단양군 (4380000000),"29,049","29,049","1,184","1,970","2,201","2,009","3,296","5,629","6,400","3,900","2,153",284,23
충청북도 단양군 단양읍(4380025000),"10,585","10,585",633,939,"1,112","1,049","1,491","1,948","1,844",981,517,69,2
충청북도 단양군 매포읍(4380025300),"5,374","5,374",255,409,458,408,686,988,"1,023",741,363,42,1
충청북도 단양군 대강면(4380031000),"2,499","2,499",59,102,119,96,187,537,660,432,257,43,7
충청북도 단양군 가곡면(4380032000),"2,090","2,090",58,132,100,84,188,401,552,371,181,20,3
충청북도 단양군 영춘면(4380033000),"3,294","3,294",78,172,149,139,328,701,834,540,306,46,1
충청북도 단양군 어상천면(4380034000),"1,937","1,937",46,78,90,77,149,408,567,314,185,22,1
충청북도 단양군 적성면(4380035000),"1,522","1,522",20,36,70,73,126,293,449,259,174,21,1
충청북도 단양군 단성면(4380036000),"1,748","1,748",35,102,103,83,141,353,471,262,170,21,7
충청남도  (4400000000),"2,119,837","2,119,837","171,364","202,234","242,407","267,444","327,795","339,367","281,740","171,750","100,324","14,487",925
충청남도 천안시 (4413000000),"658,488","658,488","61,720","68,276","96,358","105,033","111,889","102,956","64,432","30,244","15,174","2,231",175
충청남도 천안시 동남구 (4413100000),"257,683","257,683","20,228","26,197","35,285","33,025","42,756","43,670","31,588","15,588","8,052","1,210",84
충청남도 천안시 동남구 목천읍(4413125000),"24,325","24,325","1,695","2,717","2,851","2,503","4,523","4,447","2,978","1,566",913,131,1
충청남도 천안시 동남구 풍세면(4413131000),"4,129","4,129",149,240,386,322,438,762,936,517,332,47,0
충청남도 천안시 동남구 광덕면(4413132000),"4,311","4,311",105,192,372,281,446,862,"1,024",567,392,68,2
