행정구역,2021년01월_계_총인구수,2021년01월_계_연령구간인구수,2021년01월_계_0~9세,2021년01월_계_10~19세,2021년01월_계_20~29세,2021년01월_계_30~39세,2021년01월_계_40~49세,2021년01월_계_50~59세,2021년01월_계_60~69세,2021년01월_계_70~79세,2021년01월_계_80~89세,2021년01월_계_90~99세,2021년01월_계_100세 이상
충청남도 천안시 동남구 북면(4413133000),"4,345","4,345",128,247,374,341,501,859,972,514,346,63,0
충청남도 천안시 동남구 성남면(4413134000),"3,211","3,211",81,171,236,189,332,612,768,477,297,45,3
충청남도 천안시 동남구 수신면(4413135000),"2,310","2,310",53,88,189,167,242,441,511,342,250,25,2
충청남도 천안시 동남구 병천면(4413136000),"6,057","6,057",245,337,760,529,748,"1,181","1,136",628,414,72,7
충청남도 천안시 동남구 동면(4413137000),"2,113","2,113",25,78,132,90,179,429,518,356,260,42,4
충청남도 천안시 동남구 중앙동(4413151000),"5,471","5,471",174,284,538,492,664,"1,069","1,176",697,325,41,11
충청남도 천안시 동남구 문성동(4413152000),"3,580","3,580",85,164,501,397,466,659,719,381,177,29,2
충청남도 천안시 동남구 원성1동(4413153000),"8,810","8,810",406,672,"1,099",892,"1,218","1,771","1,494",810,381,58,9
충청남도 천안시 동남구 원성2동(4413154000),"9,434","9,434",288,680,"1,169",877,"1,361","1,874","1,615","1,001",509,55,5
충청남도 천안시 동남구 봉명동(4413155000),"18,180","18,180","1,091","1,452","2,854","2,527","2,965","3,271","2,429","1,077",433,70,11
충청남도 천안시 동남구 일봉동(4413156000),"23,724","23,724","2,166","3,246","2,784","2,624","4,402","4,063","2,534","1,261",556,82,6
충청남도 천안시 동남구 신방동(4413157000),"45,150","45,150","4,746","5,890","6,308","6,794","9,032","6,905","3,350","1,336",688,99,2
충청남도 천안시 동남구 청룡동(4413158000),"55,939","55,939","6,027","7,035","7,136","8,458","10,172","8,479","5,211","2,231","1,008",171,11
충청남도 천안시 동남구 신안동(4413159000),"36,594","36,594","2,764","2,704","7,596","5,542","5,067","5,986","4,217","1,827",771,112,8
충청남도 천안시 서북구 (4413300000),"400,805","400,805","41,492","42,079","61,073","72,008","69,133","59,286","32,844","14,656","7,122","1,021",91
충청남도 천안시 서북구 성환읍(4413325000),"24,324","24,324","1,203","2,252","2,811","2,154","3,699","4,296","3,958","2,480","1,279",162,30
충청남도 천안시 서북구 성거읍(4413325300),"21,831","21,831","1,847","2,378","2,549","2,862","4,138","3,705","2,480","1,179",611,79,3
충청남도 천안시 서북구 직산읍(4413325600),"19,806","19,806","1,423","1,877","2,449","2,716","3,617","3,519","2,338","1,159",631,72,5
충청남도 천안시 서북구 입장면(4413331000),"8,513","8,513",286,543,886,716,"1,085","1,773","1,631",965,531,83,14
충청남도 천안시 서북구 성정1동(4413351000),"16,029","16,029",753,"1,034","2,377","2,186","2,412","3,122","2,357","1,222",497,59,10
충청남도 천안시 서북구 성정2동(4413352000),"25,666","25,666",964,"1,307","6,506","5,596","3,796","3,532","2,479",988,416,76,6
충청남도 천안시 서북구 쌍용1동(4413353000),"14,067","14,067",883,"1,206","2,517","1,851","1,947","2,570","1,936",761,336,58,2
충청남도 천안시 서북구 쌍용2동(4413354000),"37,910","37,910","3,410","4,939","6,017","5,102","6,701","6,702","3,198","1,189",572,75,5
충청남도 천안시 서북구 쌍용3동(4413355000),"19,073","19,073","1,443","2,414","2,657","2,366","3,190","3,549","1,989",897,485,81,2
충청남도 천안시 서북구 백석동(4413356000),"40,689","40,689","5,667","5,668","5,139","6,922","7,850","5,599","2,492",883,398,67,4
충청남도 천안시 서북구 불당동(4413356500),"69,816","69,816","10,450","9,392","8,779","14,568","14,036","8,569","2,679",867,401,72,3
충청남도 천안시 서북구 부성1동(4413358000),"46,154","46,154","3,898","4,095","10,148","9,233","7,393","6,596","2,872","1,258",577,78,6
충청남도 천안시 서북구 부성2동(4413359000),"56,927","56,927","9,265","4,974","8,238","15,736","9,269","5,754","2,435",808,388,59,1
충청남도 공주시 (4415000000),"104,442","104,442","5,724","8,154","11,199","9,446","13,313","18,337","18,553","11,494","7,119","1,040",63
충청남도 공주시 유구읍(4415025000),"7,448","7,448",275,399,480,490,782,"1,314","1,767","1,125",715,94,7
충청남도 공주시 이인면(4415031000),"3,290","3,290",100,127,217,188,277,613,750,555,403,54,6
충청남도 공주시 탄천면(4415032000),"2,966","2,966",70,134,190,179,236,478,654,537,423,62,3
충청남도 공주시 계룡면(4415033000),"5,562","5,562",166,281,330,301,504,"1,018","1,386",884,597,90,5
충청남도 공주시 반포면(4415034000),"4,237","4,237",152,188,339,325,465,971,989,507,255,45,1
충청남도 공주시 의당면(4415036000),"4,685","4,685",185,370,468,358,588,957,865,510,330,54,0
충청남도 공주시 정안면(4415037000),"4,680","4,680",115,219,295,268,439,805,"1,129",735,573,98,4
충청남도 공주시 우성면(4415038000),"5,242","5,242",161,289,379,339,535,925,"1,147",812,561,87,7
충청남도 공주시 사곡면(4415039000),"2,949","2,949",70,159,190,150,260,524,672,483,393,44,4
충청남도 공주시 신풍면(4415040000),"3,218","3,218",76,89,165,179,309,615,864,541,324,51,5
충청남도 공주시 중학동(4415051000),"4,653","4,653",190,330,578,383,577,822,782,605,327,56,3
충청남도 공주시 웅진동(4415054000),"8,265","8,265",439,697,923,842,"1,149","1,404","1,438",861,447,58,7
충청남도 공주시 금학동(4415055000),"5,407","5,407",345,573,722,523,784,875,860,452,238,32,3
충청남도 공주시 옥룡동(4415056000),"7,992","7,992",319,557,865,686,997,"1,549","1,493",965,500,60,1
충청남도 공주시 신관동(4415057000),"19,353","19,353","1,393","2,023","3,200","2,278","3,012","3,230","2,351","1,197",586,79,4
충청남도 공주시 월송동(4415059000),"14,495","14,495","1,668","1,719","1,858","1,957","2,399","2,237","1,406",725,447,76,3
충청남도 보령시 (4418000000),"99,964","99,964","6,065","8,259","9,484","9,359","13,897","17,075","17,240","11,284","6,300",935,66
충청남도 보령시 웅천읍(4418025000),"6,200","6,200",139,309,402,349,591,"1,116","1,521","1,051",606,113,3
충청남도 보령시 주포면(4418031000),"1,658","1,658",39,107,190,82,164,281,385,257,129,24,0
충청남도 보령시 오천면(4418032000),"2,180","2,180",44,115,137,123,258,389,503,354,217,39,1
충청남도 보령시 오천면어항출장소(4418032500),"1,630","1,630",54,99,125,124,211,324,367,182,127,16,1
충청남도 보령시 원산도출장소(4418032800),"1,118","1,118",28,65,62,64,98,223,254,185,120,19,0
충청남도 보령시 천북면(4418033000),"3,537","3,537",114,188,222,214,342,610,799,586,408,53,1
충청남도 보령시 청소면(4418034000),"2,639","2,639",66,105,145,135,209,423,600,524,373,57,2
충청남도 보령시 청라면(4418035000),"3,928","3,928",125,210,269,203,384,670,894,673,435,59,6
충청남도 보령시 남포면(4418036000),"5,130","5,130",135,253,368,281,473,945,"1,174",861,529,102,9
충청남도 보령시 주산면(4418038000),"2,443","2,443",44,86,108,100,193,376,561,528,376,69,2
충청남도 보령시 미산면(4418039000),"1,722","1,722",47,58,89,79,134,260,434,355,227,39,0
충청남도 보령시 성주면(4418040000),"2,282","2,282",74,115,161,151,268,439,516,370,167,17,4
충청남도 보령시 주교면(4418041000),"5,308","5,308",184,328,474,396,692,953,"1,086",714,418,61,2
충청남도 보령시 대천1동(4418051500),"14,430","14,430","1,060","1,464","1,697","1,543","2,275","2,445","2,081","1,244",545,68,8
충청남도 보령시 대천2동(4418052500),"6,907","6,907",475,655,731,746,"1,118","1,164",994,645,344,31,4
충청남도 보령시 대천3동(4418053500),"16,584","16,584","1,625","1,929","2,043","2,244","2,992","2,580","1,804",899,417,45,6
충청남도 보령시 대천4동(4418054500),"15,814","15,814","1,574","1,786","1,749","1,977","2,727","2,610","1,862",998,457,62,12
충청남도 보령시 대천5동(4418056500),"6,454","6,454",238,387,512,548,768,"1,267","1,405",858,405,61,5
충청남도 아산시 (4420000000),"316,740","316,740","32,721","34,533","36,609","48,290","56,660","46,333","32,251","18,121","9,779","1,328",115
충청남도 아산시 염치읍(4420025000),"6,517","6,517",367,489,555,630,873,"1,141","1,168",725,499,65,5
충청남도 아산시 배방읍(4420025300),"76,007","76,007","9,532","9,327","9,595","13,912","14,632","9,713","5,368","2,563","1,184",170,11
충청남도 아산시 송악면(4420031000),"4,246","4,246",203,351,315,261,556,757,814,579,347,59,4
충청남도 아산시 탕정면(4420033000),"21,742","21,742","2,952","2,983","2,756","4,054","4,615","2,398","1,053",569,317,45,0
충청남도 아산시 음봉면(4420035000),"19,990","19,990","2,566","1,731","2,049","3,616","3,471","2,768","2,154",982,562,89,2
충청남도 아산시 둔포면(4420036000),"21,741","21,741","2,469","1,429","2,418","4,616","3,556","3,059","2,326","1,147",622,96,3
충청남도 아산시 영인면(4420037000),"5,528","5,528",147,266,419,388,581,994,"1,235",833,580,82,3
충청남도 아산시 인주면(4420038000),"6,555","6,555",311,411,564,626,959,"1,278","1,124",704,506,69,3
충청남도 아산시 선장면(4420039000),"3,123","3,123",61,108,188,177,269,524,762,569,405,51,9
충청남도 아산시 도고면(4420040000),"4,451","4,451",110,178,343,305,400,852,977,731,499,53,3
충청남도 아산시 신창면(4420041000),"19,906","19,906","1,590","2,050","2,354","2,334","3,452","3,233","2,460","1,523",808,94,8
충청남도 아산시 온양1동(4420057000),"9,469","9,469",896,733,"1,082","1,749","1,522","1,320","1,129",670,298,57,13
충청남도 아산시 온양2동(4420058000),"10,805","10,805",432,804,"1,688","1,221","1,465","2,021","1,645","1,008",449,61,11
충청남도 아산시 온양3동(4420059000),"36,903","36,903","4,026","4,868","4,487","5,085","7,071","5,302","3,313","1,801",830,108,12
충청남도 아산시 온양4동(4420060000),"18,935","18,935","1,549","2,476","2,155","2,177","3,518","3,225","2,043","1,144",562,79,7
충청남도 아산시 온양5동(4420061000),"21,694","21,694","2,248","2,758","2,755","2,955","4,097","3,360","1,907","1,053",481,69,11
충청남도 아산시 온양6동(4420062000),"29,128","29,128","3,262","3,571","2,886","4,184","5,623","4,388","2,773","1,520",830,81,10
충청남도 서산시 (4421000000),"175,543","175,543","15,336","17,204","19,245","22,036","27,794","28,381","22,183","13,928","8,152","1,227",57
충청남도 서산시 대산읍(4421025000),"13,850","13,850",734,"1,049","1,857","1,509","2,010","3,080","1,930",974,609,96,2
충청남도 서산시 인지면(4421031000),"7,438","7,438",518,721,638,646,"1,148","1,308","1,093",759,536,67,4
충청남도 서산시 부석면(4421032000),"5,348","5,348",122,211,293,271,487,867,"1,315","1,019",675,87,1
충청남도 서산시 팔봉면(4421033000),"3,360","3,360",64,111,171,148,300,598,845,677,390,54,2
충청남도 서산시 지곡면(4421034000),"8,182","8,182",608,749,682,961,"1,240","1,368","1,249",791,454,79,1
충청남도 서산시 성연면(4421036000),"15,536","15,536","2,910","1,188","1,696","3,933","2,328","1,633",975,510,316,44,3
충청남도 서산시 음암면(4421037000),"9,469","9,469",524,779,865,847,"1,396","1,707","1,523","1,032",700,93,3
충청남도 서산시 운산면(4421038000),"5,126","5,126",141,259,290,262,549,869,"1,132",933,605,83,3
충청남도 서산시 해미면(4421039000),"7,404","7,404",257,459,722,489,869,"1,340","1,432","1,134",609,90,3
충청남도 서산시 고북면(4421040000),"6,312","6,312",378,484,576,568,863,840,"1,081",843,590,83,6
충청남도 서산시 부춘동(4421051000),"19,507","19,507","1,749","2,063","2,637","2,765","3,320","3,176","2,050","1,075",565,97,10
충청남도 서산시 동문1동(4421052500),"19,036","19,036","1,716","2,345","2,184","2,187","3,442","3,241","2,062","1,166",588,97,8
충청남도 서산시 동문2동(4421053500),"8,975","8,975",590,896,"1,096",902,"1,450","1,541","1,332",766,342,53,7
충청남도 서산시 수석동(4421054000),"16,324","16,324","1,430","2,021","2,036","2,007","2,908","2,583","1,782",977,504,75,1
충청남도 서산시 석남동(4421055000),"29,676","29,676","3,595","3,869","3,502","4,541","5,484","4,230","2,382","1,272",669,129,3
충청남도 논산시 (4423000000),"116,587","116,587","7,211","9,766","11,348","10,744","15,333","19,619","20,127","13,070","8,081","1,195",93
충청남도 논산시 강경읍(4423025000),"8,334","8,334",334,656,714,566,961,"1,478","1,694","1,167",638,110,16
충청남도 논산시 연무읍(4423025300),"13,732","13,732",896,"1,111","1,320","1,286","1,695","2,161","2,406","1,619","1,064",164,10
충청남도 논산시 성동면(4423031000),"4,174","4,174",125,184,285,245,369,685,944,725,549,61,2
충청남도 논산시 광석면(4423032000),"4,239","4,239",104,237,294,244,406,756,969,706,480,41,2
충청남도 논산시 노성면(4423033000),"3,007","3,007",109,141,193,219,301,483,651,507,347,51,5
충청남도 논산시 상월면(4423034000),"3,606","3,606",76,169,222,216,390,688,835,559,387,58,6
충청남도 논산시 부적면(4423035000),"3,554","3,554",85,153,263,200,356,654,842,568,371,58,4
충청남도 논산시 연산면(4423036000),"6,120","6,120",192,324,370,344,555,"1,211","1,484",953,584,94,9
충청남도 논산시 벌곡면(4423038000),"2,472","2,472",64,105,119,113,247,436,611,444,273,55,5
충청남도 논산시 양촌면(4423039000),"6,315","6,315",391,421,471,546,648,"1,075","1,148",898,622,90,5
충청남도 논산시 가야곡면(4423040000),"3,437","3,437",55,126,226,169,309,585,874,612,409,68,4
충청남도 논산시 은진면(4423041000),"3,967","3,967",103,197,434,251,442,714,826,551,377,67,5
충청남도 논산시 채운면(4423042000),"2,270","2,270",67,133,147,132,207,367,544,364,254,51,4
충청남도 논산시 취암동(4423051000),"35,006","35,006","3,341","3,943","4,504","4,603","5,874","5,455","3,988","2,094","1,047",146,11
충청남도 논산시 부창동(4423052000),"16,354","16,354","1,269","1,866","1,786","1,610","2,573","2,871","2,311","1,303",679,81,5
충청남도 계룡시 (4425000000),"42,809","42,809","3,878","6,278","4,902","4,626","8,333","6,919","4,525","2,052","1,108",178,10
충청남도 계룡시 두마면(4425031000),"7,090","7,090",613,904,756,676,"1,172","1,298","1,019",427,176,46,3
충청남도 계룡시 엄사면(4425031500),"18,535","18,535","1,243","2,368","2,377","1,713","3,201","3,477","2,233","1,109",711,97,6
충청남도 계룡시 신도안면(4425033000),"8,573","8,573","1,285","1,929",781,"1,328","2,423",662,85,56,21,3,0
충청남도 계룡시 금암동(4425051000),"8,611","8,611",737,"1,077",988,909,"1,537","1,482","1,188",460,200,32,1
충청남도 당진시 (4427000000),"166,189","166,189","15,408","15,670","16,035","22,713","26,712","25,951","21,168","13,304","8,000","1,157",71
충청남도 당진시 합덕읍(4427025000),"9,077","9,077",315,584,695,704,"1,121","1,563","1,818","1,323",820,118,16
충청남도 당진시 송악읍(4427025300),"30,173","30,173","3,972","2,566","2,341","5,476","5,363","4,423","3,209","1,686","1,001",130,6
충청남도 당진시 고대면(4427031000),"5,463","5,463",183,277,379,312,550,936,"1,229",857,631,105,4
충청남도 당진시 석문면(4427032000),"9,696","9,696",422,482,932,"1,134","1,349","1,915","1,731","1,020",617,89,5
충청남도 당진시 대호지면(4427033000),"2,425","2,425",62,95,140,123,211,348,605,509,285,43,4
충청남도 당진시 정미면(4427034000),"3,674","3,674",109,188,290,214,329,618,840,609,409,67,1
충청남도 당진시 면천면(4427035000),"3,568","3,568",100,190,245,232,371,654,804,557,351,62,2
충청남도 당진시 순성면(4427036000),"5,102","5,102",172,313,356,287,533,975,"1,059",777,538,87,5
충청남도 당진시 우강면(4427037000),"5,182","5,182",188,340,409,315,584,860,"1,058",824,528,74,2
충청남도 당진시 신평면(4427038000),"15,756","15,756","1,470","1,802","1,410","1,675","2,607","2,493","2,096","1,322",768,105,8
충청남도 당진시 송산면(4427039000),"11,888","11,888","1,167",994,"1,029","1,972","1,998","1,860","1,381",875,533,73,6
충청남도 당진시 당진1동(4427051000),"24,659","24,659","2,568","2,553","3,446","4,551","4,301","3,418","2,090","1,149",507,75,1
충청남도 당진시 당진2동(4427052000),"21,204","21,204","2,561","2,548","2,222","3,180","3,804","3,113","1,989","1,088",618,71,10
충청남도 당진시 당진3동(4427053000),"18,322","18,322","2,119","2,738","2,141","2,538","3,591","2,775","1,259",708,394,58,1
충청남도 금산군 (4471000000),"51,262","51,262","2,528","4,269","4,002","3,696","6,200","9,027","9,890","6,848","4,211",560,31
충청남도 금산군 금산읍(4471025000),"22,829","22,829","1,650","2,466","2,184","2,124","3,547","3,766","3,424","2,375","1,138",140,15
충청남도 금산군 금성면(4471031000),"3,307","3,307",85,155,221,196,292,613,738,551,379,74,3
충청남도 금산군 제원면(4471032000),"2,814","2,814",78,108,179,154,243,494,712,463,335,47,1
